timestamp,open,high,low,close,volume
2019-12-02 16:00:00,355.6100,355.7000,355.1800,355.3900,169639
2019-12-02 15:59:00,355.7700,355.9000,355.5500,355.5600,60755
2019-12-02 15:58:00,355.7300,355.8200,355.6100,355.7600,38114
2019-12-02 15:57:00,355.9000,356.0300,355.6700,355.7050,47467
2019-12-02 15:56:00,356.1686,356.1800,355.9000,355.9000,31024
2019-12-02 15:55:00,356.1093,356.3895,356.0001,356.2000,27363
2019-12-02 15:54:00,355.9800,356.1900,355.7900,356.0899,48803
2019-12-02 15:53:00,356.3300,356.4200,355.8300,355.9900,51454
2019-12-02 15:52:00,356.2800,356.5600,356.2400,356.3500,38505
2019-12-02 15:51:00,356.4200,356.4200,356.2200,356.2650,19747
2019-12-02 15:50:00,356.4574,356.5300,356.3000,356.4450,15438
2019-12-02 15:49:00,356.5420,356.5900,356.3400,356.4745,20835
2019-12-02 15:48:00,356.7500,356.7500,356.5000,356.5000,11776
2019-12-02 15:47:00,356.7400,356.8150,356.6700,356.7200,12531
2019-12-02 15:46:00,356.6900,356.9200,356.6900,356.7300,14441
2019-12-02 15:45:00,356.6200,356.8300,356.5800,356.7200,17396
2019-12-02 15:44:00,356.7400,356.7700,356.5500,356.5999,11771
2019-12-02 15:43:00,356.8100,356.8200,356.6700,356.7000,12960
2019-12-02 15:42:00,356.8900,356.9463,356.7200,356.8400,8828
2019-12-02 15:41:00,356.6100,357.0600,356.5000,356.9383,33369
2019-12-02 15:40:00,356.9733,356.9733,356.6000,356.6200,27445
2019-12-02 15:39:00,357.0100,357.1400,356.9300,356.9800,13347
2019-12-02 15:38:00,357.0200,357.0900,356.9600,357.0500,12169
2019-12-02 15:37:00,357.0750,357.0800,356.9510,357.0600,15781
2019-12-02 15:36:00,357.1400,357.1599,356.8500,357.0500,42047
2019-12-02 15:35:00,357.3250,357.3250,357.1200,357.1900,20932
2019-12-02 15:34:00,357.1900,357.3250,357.1400,357.3250,11142
2019-12-02 15:33:00,357.3499,357.3600,357.1200,357.1900,20668
2019-12-02 15:32:00,357.5449,357.5700,357.3215,357.3300,10332
2019-12-02 15:31:00,357.6000,357.6100,357.5300,357.5774,4687
2019-12-02 15:30:00,357.7600,357.7600,357.5500,357.6350,7234
2019-12-02 15:29:00,357.8800,357.9205,357.7677,357.7854,6963
2019-12-02 15:28:00,357.7800,357.9350,357.7800,357.8450,8413
2019-12-02 15:27:00,357.5900,357.8000,357.5135,357.8000,7906
2019-12-02 15:26:00,357.5100,357.6671,357.5001,357.5100,12192
2019-12-02 15:25:00,357.2800,357.4800,357.2500,357.4700,9361
2019-12-02 15:24:00,357.3600,357.5300,357.3200,357.3430,10349
2019-12-02 15:23:00,357.5652,357.6100,357.3200,357.3600,12881
2019-12-02 15:22:00,357.6000,357.6400,357.4400,357.5458,38754
2019-12-02 15:21:00,357.8307,357.8307,357.6000,357.6400,12970
2019-12-02 15:20:00,357.9600,358.0300,357.8500,357.9000,69749
2019-12-02 15:19:00,357.8707,358.1000,357.8707,358.0000,10294
2019-12-02 15:18:00,358.0400,358.0400,357.8000,357.8750,12362
2019-12-02 15:17:00,358.0400,358.0500,357.9500,358.0500,11711
2019-12-02 15:16:00,357.9500,358.0494,357.8700,358.0400,5838
2019-12-02 15:15:00,358.0100,358.0600,357.9700,358.0200,5939
2019-12-02 15:14:00,357.9500,358.0700,357.9000,358.0200,5448
2019-12-02 15:13:00,357.9800,358.0600,357.9000,358.0100,9966
