timestamp,open,high,low,close,volume
2019-12-02 16:00:00,131.4200,131.5900,131.4100,131.5700,255429
2019-12-02 15:59:00,131.3700,131.4300,131.3600,131.4200,73282
2019-12-02 15:58:00,131.4300,131.4400,131.3500,131.3750,74751
2019-12-02 15:57:00,131.4000,131.4550,131.3900,131.4300,46748
2019-12-02 15:56:00,131.4500,131.4750,131.4000,131.4050,46456
2019-12-02 15:55:00,131.5000,131.5900,131.4600,131.4600,70141
2019-12-02 15:54:00,131.5550,131.5900,131.5000,131.5100,34217
2019-12-02 15:53:00,131.5100,131.5600,131.5100,131.5550,37931
2019-12-02 15:52:00,131.4700,131.5400,131.4600,131.5200,61149
2019-12-02 15:51:00,131.5300,131.5700,131.4800,131.4800,86443
2019-12-02 15:50:00,131.5400,131.5600,131.5100,131.5500,30132
2019-12-02 15:49:00,131.6050,131.6050,131.5300,131.5300,22583
2019-12-02 15:48:00,131.6300,131.6500,131.6000,131.6000,24170
2019-12-02 15:47:00,131.6200,131.6400,131.5900,131.6307,14682
2019-12-02 15:46:00,131.6100,131.6750,131.6050,131.6200,15296
2019-12-02 15:45:00,131.6300,131.6600,131.6100,131.6100,26118
2019-12-02 15:44:00,131.6200,131.6300,131.6000,131.6200,22467
2019-12-02 15:43:00,131.6100,131.6100,131.5900,131.6100,14590
2019-12-02 15:42:00,131.6700,131.6900,131.6200,131.6200,19068
2019-12-02 15:41:00,131.6700,131.6800,131.6500,131.6600,17265
2019-12-02 15:40:00,131.7000,131.7000,131.6500,131.6650,27362
2019-12-02 15:39:00,131.6500,131.7117,131.6400,131.6800,25629
2019-12-02 15:38:00,131.6050,131.6600,131.6000,131.6600,18758
2019-12-02 15:37:00,131.5900,131.6200,131.5900,131.6050,14107
2019-12-02 15:36:00,131.5900,131.5950,131.5600,131.5850,14080
2019-12-02 15:35:00,131.5700,131.6100,131.5600,131.5800,16716
2019-12-02 15:34:00,131.5369,131.5750,131.5300,131.5700,20151
2019-12-02 15:33:00,131.5400,131.5700,131.5400,131.5400,11848
2019-12-02 15:32:00,131.5400,131.5500,131.5200,131.5400,17270
2019-12-02 15:31:00,131.5650,131.5650,131.5200,131.5450,15267
2019-12-02 15:30:00,131.5750,131.5750,131.5400,131.5600,12720
2019-12-02 15:29:00,131.6000,131.6100,131.5800,131.5850,20558
2019-12-02 15:28:00,131.5300,131.5900,131.5233,131.5900,9459
2019-12-02 15:27:00,131.5000,131.5300,131.4900,131.5200,8340
2019-12-02 15:26:00,131.5100,131.5200,131.4900,131.5000,16008
2019-12-02 15:25:00,131.5200,131.5250,131.4900,131.5200,17076
2019-12-02 15:24:00,131.5700,131.5700,131.5100,131.5200,22980
2019-12-02 15:23:00,131.6300,131.6300,131.5650,131.5650,22316
2019-12-02 15:22:00,131.6300,131.6400,131.6200,131.6350,16037
2019-12-02 15:21:00,131.6400,131.6600,131.6300,131.6400,17752
2019-12-02 15:20:00,131.6550,131.6593,131.6350,131.6350,18496
2019-12-02 15:19:00,131.6500,131.6600,131.6400,131.6550,13339
2019-12-02 15:18:00,131.6200,131.6600,131.6100,131.6600,21048
2019-12-02 15:17:00,131.5600,131.6200,131.5550,131.6200,27015
2019-12-02 15:16:00,131.5600,131.5650,131.5400,131.5500,7063
2019-12-02 15:15:00,131.5700,131.5800,131.5601,131.5601,7480
2019-12-02 15:14:00,131.6000,131.6000,131.5537,131.5700,11515
2019-12-02 15:13:00,131.6000,131.6200,131.5950,131.6000,11686
2019-12-02 15:12:00,131.6000,131.6350,131.6000,131.6100,19338
2019-12-02 15:11:00,131.6100,131.6200,131.5800,131.6000,11334
2019-12-02 15:10:00,131.6000,131.6300,131.6000,131.6100,9023
2019-12-02 15:09:00,131.5900,131.6100,131.5850,131.6000,7333
2019-12-02 15:08:00,131.5700,131.5900,131.5600,131.5811,21437
2019-12-02 15:07:00,131.6100,131.6500,131.5700,131.5791,24366
2019-12-02 15:06:00,131.6650,131.6650,131.6000,131.6000,18699
2019-12-02 15:05:00,131.6600,131.6800,131.6550,131.6700,8470
2019-12-02 15:04:00,131.6800,131.7000,131.6600,131.6700,13100
2019-12-02 15:03:00,131.7050,131.7100,131.6600,131.6780,15090
2019-12-02 15:02:00,131.7400,131.7434,131.6950,131.7050,14317
2019-12-02 15:01:00,131.7900,131.8000,131.7400,131.7419,11131
2019-12-02 15:00:00,131.7900,131.8000,131.7800,131.7900,4965
2019-12-02 14:59:00,131.8300,131.8300,131.7750,131.7800,8677
2019-12-02 14:58:00,131.8200,131.8300,131.8000,131.8300,26490
2019-12-02 14:57:00,131.8200,131.8400,131.8100,131.8244,15268
2019-12-02 14:56:00,131.8200,131.8200,131.8000,131.8100,16769
2019-12-02 14:55:00,131.8500,131.8600,131.8000,131.8100,27934
2019-12-02 14:54:00,131.8693,131.8693,131.8300,131.8400,7816
2019-12-02 14:53:00,131.8600,131.8669,131.8500,131.8669,3557
2019-12-02 14:52:00,131.8869,131.9050,131.8500,131.8650,12225
2019-12-02 14:51:00,131.8900,131.9083,131.8800,131.8900,15082
2019-12-02 14:50:00,131.8900,131.9000,131.8900,131.8900,10482
2019-12-02 14:49:00,131.8900,131.8950,131.8750,131.8850,4896
2019-12-02 14:48:00,131.8750,131.9100,131.8650,131.8900,5986
2019-12-02 14:47:00,131.8900,131.8950,131.8600,131.8784,15660
2019-12-02 14:46:00,131.8800,131.9200,131.8700,131.8800,10627
2019-12-02 14:45:00,131.8600,131.8700,131.8600,131.8700,8187
2019-12-02 14:44:00,131.8556,131.8700,131.8500,131.8680,8121
2019-12-02 14:43:00,131.8500,131.8700,131.8300,131.8550,6448
2019-12-02 14:42:00,131.8600,131.8600,131.8050,131.8400,8393
