timestamp,open,high,low,close,volume
2019-12-02 16:00:00,59.9500,59.9900,59.9400,59.9800,298997
2019-12-02 15:59:00,59.9450,59.9700,59.9400,59.9500,72730
2019-12-02 15:58:00,59.9550,59.9650,59.9300,59.9450,105823
2019-12-02 15:57:00,59.9503,59.9700,59.9400,59.9550,64838
2019-12-02 15:56:00,59.9600,59.9900,59.9500,59.9500,71541
2019-12-02 15:55:00,59.9950,60.0000,59.9600,59.9650,67371
2019-12-02 15:54:00,60.0100,60.0175,59.9750,59.9900,49650
2019-12-02 15:53:00,60.0250,60.0400,60.0100,60.0100,38683
2019-12-02 15:52:00,60.0100,60.0350,60.0100,60.0250,47807
2019-12-02 15:51:00,60.0650,60.0700,60.0150,60.0150,78932
2019-12-02 15:50:00,60.0750,60.0800,60.0600,60.0700,29442
2019-12-02 15:49:00,60.0900,60.1000,60.0750,60.0750,26814
2019-12-02 15:48:00,60.0850,60.1100,60.0850,60.0900,45622
2019-12-02 15:47:00,60.1000,60.1050,60.0700,60.0900,20753
2019-12-02 15:46:00,60.1100,60.1100,60.1000,60.1000,33913
2019-12-02 15:45:00,60.0884,60.1100,60.0800,60.1100,29328
2019-12-02 15:44:00,60.0750,60.0900,60.0700,60.0850,17459
2019-12-02 15:43:00,60.0600,60.0800,60.0550,60.0800,35967
2019-12-02 15:42:00,60.0550,60.0600,60.0450,60.0590,22067
2019-12-02 15:41:00,60.0500,60.0600,60.0350,60.0600,17617
2019-12-02 15:40:00,60.0800,60.0900,60.0500,60.0500,42521
2019-12-02 15:39:00,60.0300,60.0800,60.0300,60.0800,40035
2019-12-02 15:38:00,60.0030,60.0400,60.0030,60.0350,44831
2019-12-02 15:37:00,59.9740,60.0100,59.9740,60.0050,25355
2019-12-02 15:36:00,59.9750,59.9800,59.9700,59.9750,14905
2019-12-02 15:35:00,59.9550,59.9800,59.9550,59.9800,13270
2019-12-02 15:34:00,59.9200,59.9600,59.9144,59.9600,38249
2019-12-02 15:33:00,59.9100,59.9200,59.9100,59.9100,9945
2019-12-02 15:32:00,59.9200,59.9250,59.9100,59.9100,9111
2019-12-02 15:31:00,59.9050,59.9250,59.9014,59.9250,14073
2019-12-02 15:30:00,59.9200,59.9200,59.9010,59.9074,8359
2019-12-02 15:29:00,59.9300,59.9300,59.9150,59.9200,68307
2019-12-02 15:28:00,59.9100,59.9300,59.9100,59.9300,35047
2019-12-02 15:27:00,59.9300,59.9300,59.9100,59.9132,11378
2019-12-02 15:26:00,59.9350,59.9400,59.9300,59.9300,8269
2019-12-02 15:25:00,59.9331,59.9400,59.9250,59.9359,11538
2019-12-02 15:24:00,59.9600,59.9600,59.9300,59.9395,16541
2019-12-02 15:23:00,59.9800,59.9854,59.9550,59.9557,23033
2019-12-02 15:22:00,59.9850,59.9900,59.9800,59.9800,11964
2019-12-02 15:21:00,59.9900,59.9900,59.9839,59.9900,7404
2019-12-02 15:20:00,59.9700,59.9900,59.9600,59.9900,13457
2019-12-02 15:19:00,59.9650,59.9700,59.9600,59.9650,26737
2019-12-02 15:18:00,59.9550,59.9700,59.9550,59.9650,21408
2019-12-02 15:17:00,59.9550,59.9600,59.9501,59.9600,13435
2019-12-02 15:16:00,59.9563,59.9600,59.9400,59.9600,43534
2019-12-02 15:15:00,59.9550,59.9600,59.9500,59.9550,4964
2019-12-02 15:14:00,59.9800,59.9800,59.9550,59.9600,9170
2019-12-02 15:13:00,59.9850,59.9900,59.9700,59.9899,32323
2019-12-02 15:12:00,60.0000,60.0100,59.9800,59.9800,26191
2019-12-02 15:11:00,60.0000,60.0100,60.0000,60.0050,10062
2019-12-02 15:10:00,60.0000,60.0050,60.0000,60.0000,2220
2019-12-02 15:09:00,60.0029,60.0098,60.0000,60.0098,6259
2019-12-02 15:08:00,60.0050,60.0100,60.0000,60.0050,12014
2019-12-02 15:07:00,60.0200,60.0200,60.0050,60.0050,12824
2019-12-02 15:06:00,60.0400,60.0450,60.0200,60.0200,14216
2019-12-02 15:05:00,60.0400,60.0400,60.0315,60.0400,8332
2019-12-02 15:04:00,60.0300,60.0373,60.0300,60.0365,4145
2019-12-02 15:03:00,60.0300,60.0300,60.0100,60.0300,19839
